	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
Trial1.fna_assembly_LT906445.1_1154	Trial1.fna_assembly	LT906445.1	1154	1294073	1294780	-1	C	K03394	precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]								Tetrapyrrole (Corrin/Porphyrin) Methylases [PF00590.23]					0
Trial1.fna_assembly_LT906445.1_1155	Trial1.fna_assembly	LT906445.1	1155	1294867	1295721	-1	C	K02190	sirohydrochlorin cobaltochelatase [EC:4.99.1.3]								Cobalt chelatase (CbiK) [PF06180.14]					0
Trial1.fna_assembly_LT906445.1_1156	Trial1.fna_assembly	LT906445.1	1156	1295928	1296809	-1	C	K02190	sirohydrochlorin cobaltochelatase [EC:4.99.1.3]								Cobalt chelatase (CbiK) [PF06180.14]					0
Trial1.fna_assembly_LT906445.1_1157	Trial1.fna_assembly	LT906445.1	1157	1297222	1298226	-1	D										Protein of unknown function (DUF805) [PF05656.17]					0
Trial1.fna_assembly_LT906445.1_1158	Trial1.fna_assembly	LT906445.1	1158	1298454	1298738	-1	E															0
Trial1.fna_assembly_LT906445.1_1159	Trial1.fna_assembly	LT906445.1	1159	1298800	1298907	-1	E															0
Trial1.fna_assembly_LT906445.1_1160	Trial1.fna_assembly	LT906445.1	1160	1298992	1299111	-1	E															0
Trial1.fna_assembly_LT906445.1_1161	Trial1.fna_assembly	LT906445.1	1161	1299416	1300405	1	C	K02190	sirohydrochlorin cobaltochelatase [EC:4.99.1.3]								Cobalt chelatase (CbiK) [PF06180.14]					0
Trial1.fna_assembly_LT906445.1_1162	Trial1.fna_assembly	LT906445.1	1162	1300457	1301398	1	C	K02016	iron complex transport system substrate-binding protein								Periplasmic binding protein [PF01497.21]					0
Trial1.fna_assembly_LT906445.1_1163	Trial1.fna_assembly	LT906445.1	1163	1301467	1302249	-1	C	K02013	iron complex transport system ATP-binding protein [EC:7.2.2.-]								ABC transporter [PF00005.30]					0
Trial1.fna_assembly_LT906445.1_1164	Trial1.fna_assembly	LT906445.1	1164	1302249	1303244	-1	C	K02015	iron complex transport system permease protein								FecCD transport family [PF01032.21]					0
Trial1.fna_assembly_LT906445.1_1165	Trial1.fna_assembly	LT906445.1	1165	1303444	1304109	-1	C	K06042	precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]								Precorrin-8X methylmutase [PF02570.18]					0
Trial1.fna_assembly_LT906445.1_1166	Trial1.fna_assembly	LT906445.1	1166	1304096	1304884	-1	C	K05895	precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106]								Precorrin-6x reductase CbiJ/CobK [PF02571.17]					0
Trial1.fna_assembly_LT906445.1_1167	Trial1.fna_assembly	LT906445.1	1167	1304881	1305570	-1	C	K05934	precorrin-3B C17-methyltransferase / cobalt-factor III methyltransferase [EC:2.1.1.131 2.1.1.272]								Tetrapyrrole (Corrin/Porphyrin) Methylases [PF00590.23]					0
Trial1.fna_assembly_LT906445.1_1168	Trial1.fna_assembly	LT906445.1	1168	1305600	1306748	-1	C	K02189	cobalt-precorrin 5A hydrolase [EC:3.7.1.12]								Cobalamin synthesis G N-terminal [PF11760.11]; Cobalamin synthesis G C-terminus [PF01890.19]; Cobalamin biosynthesis central region [PF11761.11]					0
Trial1.fna_assembly_LT906445.1_1169	Trial1.fna_assembly	LT906445.1	1169	1306750	1307511	-1	C	K05936	precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]								Tetrapyrrole (Corrin/Porphyrin) Methylases [PF00590.23]					0
Trial1.fna_assembly_LT906445.1_1170	Trial1.fna_assembly	LT906445.1	1170	1307513	1308100	-1	D										Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.22]; Methyltransferase domain [PF13847.9]; ubiE/COQ5 methyltransferase family [PF01209.21]; Conserved hypothetical protein 95 [PF03602.18]; Ribosomal protein L11 methyltransferase (PrmA) [PF06325.16]; Methyltransferase small domain [PF05175.17]; Putative methyltransferase [PF02390.20]; Methyltransferase domain [PF13649.9]; Met-10+ like-protein [PF02475.19]					0
Trial1.fna_assembly_LT906445.1_1171	Trial1.fna_assembly	LT906445.1	1171	1308097	1308723	-1	C	K03399	cobalt-precorrin-7 (C5)-methyltransferase [EC:2.1.1.289]								Tetrapyrrole (Corrin/Porphyrin) Methylases [PF00590.23]					0
Trial1.fna_assembly_LT906445.1_1172	Trial1.fna_assembly	LT906445.1	1172	1308699	1309817	-1	C	K02188	cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]								CbiD [PF01888.20]					0
Trial1.fna_assembly_LT906445.1_1173	Trial1.fna_assembly	LT906445.1	1173	1309889	1310383	-1	C	K09767	cyclic-di-GMP-binding protein								Protein of unknown function (DUF520) [PF04461.16]					0
Trial1.fna_assembly_LT906445.1_1174	Trial1.fna_assembly	LT906445.1	1174	1310800	1312395	-1	E															0
Trial1.fna_assembly_LT906445.1_1175	Trial1.fna_assembly	LT906445.1	1175	1312620	1313594	1	D										RNA pseudouridylate synthase [PF00849.25]					0
Trial1.fna_assembly_LT906445.1_1176	Trial1.fna_assembly	LT906445.1	1176	1313846	1314775	1	C	K01624	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]								Fructose-bisphosphate aldolase class-II [PF01116.23]					0
Trial1.fna_assembly_LT906445.1_1177	Trial1.fna_assembly	LT906445.1	1177	1314779	1316335	1	C	K06409	stage V sporulation protein B								Lipid II flippase MurJ [PF03023.17]; Polysaccharide biosynthesis protein [PF01943.20]; Polysaccharide biosynthesis C-terminal domain [PF14667.9]					0
Trial1.fna_assembly_LT906445.1_1178	Trial1.fna_assembly	LT906445.1	1178	1316432	1317475	-1	C	K24180	malate permease and related proteins								Membrane transport protein [PF03547.21]					0
Trial1.fna_assembly_LT906445.1_1179	Trial1.fna_assembly	LT906445.1	1179	1317697	1318437	1	C	K07010	putative glutamine amidotransferase	MER0129885	C26	MER0129885 - family C26 unassigned peptidases (Veillonella parvula) [C26.UPW]#C26#{peptidase unit: 1-246}~source EGL77821~	True	0.969	504.0	1.661e-161	Peptidase C26 [PF07722.16]; Glutamine amidotransferase class-I [PF00117.31]					0
Trial1.fna_assembly_LT906445.1_1180	Trial1.fna_assembly	LT906445.1	1180	1318453	1319760	1	D										Amino acid permease [PF13520.9]; Amino acid permease [PF00324.24]					0
Trial1.fna_assembly_LT906445.1_1181	Trial1.fna_assembly	LT906445.1	1181	1319911	1320750	-1	E															0
Trial1.fna_assembly_LT906445.1_1182	Trial1.fna_assembly	LT906445.1	1182	1320890	1321549	1	C	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]								Haloacid dehalogenase-like hydrolase [PF13419.9]; HAD-hyrolase-like [PF13242.9]; haloacid dehalogenase-like hydrolase [PF12710.10]; haloacid dehalogenase-like hydrolase [PF00702.29]; Polynucleotide kinase 3 phosphatase [PF08645.14]					0
Trial1.fna_assembly_LT906445.1_1183	Trial1.fna_assembly	LT906445.1	1183	1321979	1322590	1	C	K07034	uncharacterized protein								GPR1/FUN34/yaaH family [PF01184.22]					0
Trial1.fna_assembly_LT906445.1_1184	Trial1.fna_assembly	LT906445.1	1184	1322762	1323358	-1	E															0
Trial1.fna_assembly_LT906445.1_1185	Trial1.fna_assembly	LT906445.1	1185	1323551	1323664	-1	E															0
Trial1.fna_assembly_LT906445.1_1186	Trial1.fna_assembly	LT906445.1	1186	1323843	1327202	-1	D										AAA domain [PF13087.9]; AAA domain [PF13086.9]					0
Trial1.fna_assembly_LT906445.1_1187	Trial1.fna_assembly	LT906445.1	1187	1327333	1331433	-1	E															0
Trial1.fna_assembly_LT906445.1_1188	Trial1.fna_assembly	LT906445.1	1188	1331593	1333551	1	C	K09384	uncharacterized protein								Schlafen group 3, DNA/RNA helicase domain [PF09848.12]					0
Trial1.fna_assembly_LT906445.1_1189	Trial1.fna_assembly	LT906445.1	1189	1333650	1334981	-1	E															0
Trial1.fna_assembly_LT906445.1_1190	Trial1.fna_assembly	LT906445.1	1190	1335098	1335367	1	E															0
Trial1.fna_assembly_LT906445.1_1191	Trial1.fna_assembly	LT906445.1	1191	1335446	1335760	-1	D										Bacterial protein of unknown function (DUF898) [PF05987.16]					0
Trial1.fna_assembly_LT906445.1_1192	Trial1.fna_assembly	LT906445.1	1192	1335972	1336526	-1	E															0
Trial1.fna_assembly_LT906445.1_1193	Trial1.fna_assembly	LT906445.1	1193	1336668	1337018	-1	C	K02887	large subunit ribosomal protein L20								Ribosomal protein L20 [PF00453.21]					0
Trial1.fna_assembly_LT906445.1_1194	Trial1.fna_assembly	LT906445.1	1194	1337065	1337262	-1	C	K02916	large subunit ribosomal protein L35								Ribosomal protein L35 [PF01632.22]					0
Trial1.fna_assembly_LT906445.1_1195	Trial1.fna_assembly	LT906445.1	1195	1337283	1337831	-1	C	K02520	translation initiation factor IF-3								Translation initiation factor IF-3, C-terminal domain [PF00707.25]; Translation initiation factor IF-3, N-terminal domain [PF05198.19]					0
Trial1.fna_assembly_LT906445.1_1196	Trial1.fna_assembly	LT906445.1	1196	1338235	1339728	1	C	K14445	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5								Sodium:sulfate symporter transmembrane region [PF00939.22]					0
Trial1.fna_assembly_LT906445.1_1197	Trial1.fna_assembly	LT906445.1	1197	1339893	1341098	-1	D										Sugar (and other) transporter [PF00083.27]; Major Facilitator Superfamily [PF07690.19]; Uncharacterised MFS-type transporter YbfB [PF06779.17]					0
Trial1.fna_assembly_LT906445.1_1198	Trial1.fna_assembly	LT906445.1	1198	1341257	1343167	-1	C	K01868	threonyl-tRNA synthetase [EC:6.1.1.3]								tRNA synthetase class II core domain (G, H, P, S and T) [PF00587.28]; Anticodon binding domain [PF03129.23]; TGS domain [PF02824.24]; Threonyl and Alanyl tRNA synthetase second additional domain [PF07973.17]					0
Trial1.fna_assembly_LT906445.1_1199	Trial1.fna_assembly	LT906445.1	1199	1343778	1344767	-1	E															0
Trial1.fna_assembly_LT906445.1_1200	Trial1.fna_assembly	LT906445.1	1200	1344863	1345144	-1	D										Domain of unknown function (DUF4911) [PF16256.8]					0
Trial1.fna_assembly_LT906445.1_1201	Trial1.fna_assembly	LT906445.1	1201	1345148	1346392	-1	C	K08303	U32 family peptidase [EC:3.4.-.-]	MER0403277	U32	MER0403277 - family U32 unassigned peptidases (Veillonella sp. ACP1) [U32.UPW]#U32#{peptidase unit: 112-354}~source ZP_10811330~	True	0.97	499.0	1.9279999999999997e-156	Peptidase family U32 [PF01136.22]; Peptidase family U32 C-terminal domain [PF16325.8]					0
Trial1.fna_assembly_LT906445.1_1202	Trial1.fna_assembly	LT906445.1	1202	1346392	1347000	-1	C	K00588	caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]								O-methyltransferase [PF01596.20]; Methyltransferase domain [PF13578.9]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.22]; Cephalosporin hydroxylase [PF04989.15]					0
Trial1.fna_assembly_LT906445.1_1203	Trial1.fna_assembly	LT906445.1	1203	1347024	1348457	-1	C	K07082	UPF0755 protein								YceG-like family [PF02618.19]					0
Trial1.fna_assembly_LT906445.1_1204	Trial1.fna_assembly	LT906445.1	1204	1348701	1348997	-1	E															0
Trial1.fna_assembly_LT906445.1_1205	Trial1.fna_assembly	LT906445.1	1205	1349023	1349442	-1	C	K07447	putative pre-16S rRNA nuclease [EC:3.1.-.-]								Holliday junction resolvase [PF03652.18]					0
Trial1.fna_assembly_LT906445.1_1206	Trial1.fna_assembly	LT906445.1	1206	1349442	1349702	-1	D										IreB regulatory phosphoprotein [PF06135.15]					0
Trial1.fna_assembly_LT906445.1_1207	Trial1.fna_assembly	LT906445.1	1207	1349857	1352472	-1	C	K01872	alanyl-tRNA synthetase [EC:6.1.1.7]								tRNA synthetases class II (A) [PF01411.22]; Threonyl and Alanyl tRNA synthetase second additional domain [PF07973.17]; DHHA1 domain [PF02272.22]					0
Trial1.fna_assembly_LT906445.1_1208	Trial1.fna_assembly	LT906445.1	1208	1352750	1353562	-1	D			MER0452576	C40	MER0452576 - family C40 non-peptidase homologues (Veillonella sp. 3_1_44) [C40.UNW]#C40#{peptidase unit: 154-267}~source ZP_06759111~	False	0.991	241.0	5.874e-70	NlpC/P60 family [PF00877.22]; Putative peptidoglycan binding domain [PF01471.21]					0
Trial1.fna_assembly_LT906445.1_1209	Trial1.fna_assembly	LT906445.1	1209	1353647	1354657	-1	C	K20534	polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]								Glycosyl transferase family 2 [PF00535.29]; Glycosyltransferase like family 2 [PF13641.9]	GT2_Glycos_transf_2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-); UDP-GlcA: N-acetylglucosaminyl-proteoglycan beta-1,4-glucuronosyltransferase (EC 2.4.1.225); [inverting] UDP-Glc: glycocin S-beta-glucosyltransferase (EC 2.4.1.-); [inverting] UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-)		GT2_Glycos_transf_2.hmm	0
Trial1.fna_assembly_LT906445.1_1210	Trial1.fna_assembly	LT906445.1	1210	1355034	1355411	-1	D										HupH hydrogenase expression protein, C-terminal conserved region [PF04809.16]					0
Trial1.fna_assembly_LT906445.1_1211	Trial1.fna_assembly	LT906445.1	1211	1355462	1356088	-1	C	K03605	hydrogenase maturation protease [EC:3.4.23.-]	MER0231877	A31	MER0231877 - family A31 unassigned peptidases (Veillonella sp. 3_1_44) [A31.UPW]#A31#{peptidase unit: 24-180}~source ZP_06759114~	False	0.958	318.0	6.447000000000001e-98	Hydrogenase maturation protease [PF01750.21]					0
Trial1.fna_assembly_LT906445.1_1212	Trial1.fna_assembly	LT906445.1	1212	1356051	1356860	-1	C	K03620	Ni/Fe-hydrogenase 1 B-type cytochrome subunit								Prokaryotic cytochrome b561 [PF01292.23]					0
Trial1.fna_assembly_LT906445.1_1213	Trial1.fna_assembly	LT906445.1	1213	1356875	1358776	-1	D										Nickel-dependent hydrogenase [PF00374.22]					0
Trial1.fna_assembly_LT906445.1_1214	Trial1.fna_assembly	LT906445.1	1214	1358776	1359915	-1	C	K06282	hydrogenase small subunit [EC:1.12.99.6]								NiFe/NiFeSe hydrogenase small subunit C-terminal [PF14720.9]; NADH ubiquinone oxidoreductase, 20 Kd subunit [PF01058.25]					0
Trial1.fna_assembly_LT906445.1_1215	Trial1.fna_assembly	LT906445.1	1215	1360190	1360519	-1	D										Thioredoxin [PF00085.23]; Thioredoxin-like [PF13899.9]; Redoxin [PF08534.13]; Thioredoxin-like [PF13905.9]; AhpC/TSA family [PF00578.24]					0
Trial1.fna_assembly_LT906445.1_1216	Trial1.fna_assembly	LT906445.1	1216	1360977	1362080	-1	C	K22391	GTP cyclohydrolase I [EC:3.5.4.16]								NIF3 (NGG1p interacting factor 3) [PF01784.21]					0
Trial1.fna_assembly_LT906445.1_1217	Trial1.fna_assembly	LT906445.1	1217	1362101	1362823	-1	C	K06967	tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217]								Methyltransferase domain [PF12847.10]; tRNA (adenine(22)-N(1))-methyltransferase [PF04816.15]					0
Trial1.fna_assembly_LT906445.1_1218	Trial1.fna_assembly	LT906445.1	1218	1363156	1363719	-1	C	K01495	GTP cyclohydrolase IA [EC:3.5.4.16]								GTP cyclohydrolase I [PF01227.25]					0
Trial1.fna_assembly_LT906445.1_1219	Trial1.fna_assembly	LT906445.1	1219	1363806	1364549	-1	C	K10026	7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]								4Fe-4S single cluster domain [PF13353.9]; 4Fe-4S single cluster domain [PF13394.9]; Radical SAM superfamily [PF04055.24]					0
Trial1.fna_assembly_LT906445.1_1220	Trial1.fna_assembly	LT906445.1	1220	1364536	1364874	-1	C	K01737	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]								6-pyruvoyl tetrahydropterin synthase [PF01242.22]					0
Trial1.fna_assembly_LT906445.1_1221	Trial1.fna_assembly	LT906445.1	1221	1365080	1366240	-1	C	K03086	RNA polymerase primary sigma factor								Sigma-70 region 3 [PF04539.19]; Sigma-70 factor, region 1.2 [PF00140.23]; Sigma-70 factor, region 1.1 [PF03979.17]; Sigma-70, region 4 [PF04545.19]; Sigma-70 region 2 [PF04542.17]					0
Trial1.fna_assembly_LT906445.1_1222	Trial1.fna_assembly	LT906445.1	1222	1366269	1368041	-1	C	K02316	DNA primase [EC:2.7.7.101]								DNA primase catalytic core, N-terminal domain [PF08275.14]; CHC2 zinc finger [PF01807.23]; Toprim-like [PF13155.9]; Toprim domain [PF13662.9]; Toprim domain [PF13362.9]					1
Trial1.fna_assembly_LT906445.1_1223	Trial1.fna_assembly	LT906445.1	1223	1368299	1369843	-1	C	K18682	ribonucrease Y [EC:3.1.-.-]	MER0331877	I87	MER0331877 - family I87 unassigned peptidase inhibitors (Clostridium thermocellum) [I87.UPW]#I87#{inhibitor unit: 38-142}~source YP_005687637~	False	0.568	98.0	1.796e-19	RNase Y N-terminal region [PF12072.11]; HD domain [PF01966.25]					0
Trial1.fna_assembly_LT906445.1_1224	Trial1.fna_assembly	LT906445.1	1224	1370019	1370447	-1	C	K03565	regulatory protein								RecX family [PF02631.19]					0
Trial1.fna_assembly_LT906445.1_1225	Trial1.fna_assembly	LT906445.1	1225	1370465	1371505	-1	C	K03553	recombination protein RecA								recA bacterial DNA recombination protein [PF00154.24]; Rad51 [PF08423.14]; KaiC [PF06745.16]; AAA domain [PF13481.9]					0
Trial1.fna_assembly_LT906445.1_1226	Trial1.fna_assembly	LT906445.1	1226	1371510	1372757	-1	C	K03742	nicotinamide-nucleotide amidase [EC:3.5.1.42]								Competence-damaged protein [PF02464.20]; Probable molybdopterin binding domain [PF00994.27]; Damage-inducible protein CinA KH domain [PF18146.4]					0
Trial1.fna_assembly_LT906445.1_1227	Trial1.fna_assembly	LT906445.1	1227	1372795	1374141	-1	C	K14441	ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]								Uncharacterized protein family UPF0004 [PF00919.23]; Radical SAM superfamily [PF04055.24]; TRAM domain [PF18693.4]					0
Trial1.fna_assembly_LT906445.1_1228	Trial1.fna_assembly	LT906445.1	1228	1374198	1375235	-1	D										Bacterial extracellular solute-binding protein [PF13343.9]					0
Trial1.fna_assembly_LT906445.1_1229	Trial1.fna_assembly	LT906445.1	1229	1375298	1377238	-1	D										Radical SAM N-terminal [PF08497.13]; Domain of unknown function (DUF3362) [PF11842.11]					0
Trial1.fna_assembly_LT906445.1_1230	Trial1.fna_assembly	LT906445.1	1230	1377278	1377730	-1	C	K15539	cytoskeleton protein RodZ								Helix-turn-helix domain [PF13413.9]					0
Trial1.fna_assembly_LT906445.1_1231	Trial1.fna_assembly	LT906445.1	1231	1377779	1380523	-1	C	K03466	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family								FtsK/SpoIIIE family [PF01580.21]; FtsK alpha domain [PF17854.4]; Ftsk gamma domain [PF09397.13]; Helicase HerA, central domain [PF01935.20]					0
Trial1.fna_assembly_LT906445.1_1232	Trial1.fna_assembly	LT906445.1	1232	1380606	1381907	-1	C	K07478	putative ATPase								MgsA AAA+ ATPase C terminal [PF12002.11]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.15]; AAA C-terminal domain [PF16193.8]; ATPase family associated with various cellular activities (AAA) [PF00004.32]; AAA domain (dynein-related subfamily) [PF07728.17]; AAA domain (Cdc48 subfamily) [PF07724.17]; Sigma-54 interaction domain [PF00158.29]					0
Trial1.fna_assembly_LT906445.1_1233	Trial1.fna_assembly	LT906445.1	1233	1382394	1384199	-1	C	K01876	aspartyl-tRNA synthetase [EC:6.1.1.12]								tRNA synthetases class II (D, K and N) [PF00152.23]; GAD domain [PF02938.17]; OB-fold nucleic acid binding domain [PF01336.28]					0
Trial1.fna_assembly_LT906445.1_1234	Trial1.fna_assembly	LT906445.1	1234	1384208	1385479	-1	C	K01892	histidyl-tRNA synthetase [EC:6.1.1.21]								Histidyl-tRNA synthetase [PF13393.9]; Anticodon binding domain [PF03129.23]					1
Trial1.fna_assembly_LT906445.1_1235	Trial1.fna_assembly	LT906445.1	1235	1385479	1386906	-1	E															0
Trial1.fna_assembly_LT906445.1_1236	Trial1.fna_assembly	LT906445.1	1236	1386899	1387387	-1	C	K03711	Fur family transcriptional regulator, ferric uptake regulator								Ferric uptake regulator family [PF01475.22]					0
Trial1.fna_assembly_LT906445.1_1237	Trial1.fna_assembly	LT906445.1	1237	1387429	1388064	-1	C	K01069	hydroxyacylglutathione hydrolase [EC:3.1.2.6]								Metallo-beta-lactamase superfamily [PF00753.30]; Beta-lactamase superfamily domain [PF12706.10]					0
